,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.5494227994227995,0.06505967703220286,0.5717893217893218,0.06910430830461442,0.6825396825396824,0.06148886162250384
