Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.38
Reach Avoid Inifnite,RAI_2,0.0
Reach Avoid Inifnite,RAI_3,486.72
Reach Avoid Inifnite,RAI_4,449.5
Reach Avoid Inifnite,RAI_5,445.0
Reach Avoid Inifnite,RAI_6,4.16
