Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,70.0,0.25346549131913326
Reach Avoid General,RA_2,50,45.4,0.4214894434752741
Reach Avoid General,RA_3,46,61.97826086956522,0.27254945338440356
Reach Avoid General,RA_4,45,39.48888888888889,0.43105734074181357
Reach Avoid General,RA_5,45,36.22222222222222,0.4714782472258502
