Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.68
Reach Avoid Inifnite,RAI_2,3.42
Reach Avoid Inifnite,RAI_3,486.72
Reach Avoid Inifnite,RAI_4,449.82
Reach Avoid Inifnite,RAI_5,287.52
Reach Avoid Inifnite,RAI_6,3.9
