Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,69.88,0.253578964356781
Reach Avoid General,RA_2,50,42.54,0.44695759008831765
Reach Avoid General,RA_3,50,63.52,0.28765718393734824
Reach Avoid General,RA_4,46,41.630434782608695,0.4190984775098023
Reach Avoid General,RA_5,50,28.58,0.6162917291095149
