Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,72.08,0.2434168148338044
Reach Avoid General,RA_2,50,50.48,0.38138756662291085
Reach Avoid General,RA_3,50,62.5,0.2916075946385781
Reach Avoid General,RA_4,40,37.05,0.39518135014671607
Reach Avoid General,RA_5,50,29.36,0.6103814603640694
