Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,13.1
Reach Avoid Inifnite,RAI_2,4.9
Reach Avoid Inifnite,RAI_3,466.4
Reach Avoid Inifnite,RAI_4,448.94
Reach Avoid Inifnite,RAI_5,243.56
Reach Avoid Inifnite,RAI_6,7.76
