Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,13.0
Reach Avoid Inifnite,RAI_2,4.98
Reach Avoid Inifnite,RAI_3,465.0
Reach Avoid Inifnite,RAI_4,449.68
Reach Avoid Inifnite,RAI_5,247.86
Reach Avoid Inifnite,RAI_6,7.54
