Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,72.9,0.23820268769192512
Reach Avoid General,RA_2,47,47.638297872340424,0.37981413723536334
Reach Avoid General,RA_3,50,61.14,0.2997582329743172
Reach Avoid General,RA_4,36,42.5,0.32252505012455546
Reach Avoid General,RA_5,47,31.76595744680851,0.5464672734926294
