Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,69.52,0.25574935010709515
Reach Avoid General,RA_2,50,44.12,0.43322440718653354
Reach Avoid General,RA_3,49,60.93877551020408,0.29627202940566705
Reach Avoid General,RA_4,47,36.95744680851064,0.46612193610701214
Reach Avoid General,RA_5,50,35.08,0.5353749010797216
