Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,70.1,0.25297494751422567
Reach Avoid General,RA_2,48,47.333333333333336,0.3905497659812303
Reach Avoid General,RA_3,48,60.6875,0.2899036362573335
Reach Avoid General,RA_4,44,37.20454545454545,0.43710256760761595
Reach Avoid General,RA_5,48,34.5,0.5192801805521299
