Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,72.76,0.23867575661001159
Reach Avoid General,RA_2,50,44.3,0.42964084770750405
Reach Avoid General,RA_3,50,60.86,0.30259280605119654
Reach Avoid General,RA_4,45,42.0,0.4024679729389642
Reach Avoid General,RA_5,50,32.56,0.5757795106661926
