Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.46
Reach Avoid Inifnite,RAI_2,3.86
Reach Avoid Inifnite,RAI_3,485.52
Reach Avoid Inifnite,RAI_4,443.06
Reach Avoid Inifnite,RAI_5,474.88
Reach Avoid Inifnite,RAI_6,394.0
