Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,72.48,0.2403859315853879
Reach Avoid General,RA_2,42,44.714285714285715,0.3602964822175167
Reach Avoid General,RA_3,48,59.416666666666664,0.29704315140584986
Reach Avoid General,RA_4,40,40.425,0.37002639693692607
Reach Avoid General,RA_5,50,29.64,0.607378651097275
