,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training),GCN (prop training),GCN (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.9689132706374084,0.0010125528400433,0.863984674329502,0.0062090277934773,0.9918582375478928,0.0006665117530694,0.9689132706374085,0.0010125528400433531
