,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training),GCN (prop training),GCN (prop training),GCN (prop training),GCN (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.9553291536050156,0.0010006220182452,0.7474921630094044,0.0067882035601732,0.991692789968652,0.0005209698059064,0.85,0.005,0.9553291536050156,0.0010006220182452502
