,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.9749216300940439,0.0009607820146271309,0.9169278996865203,0.005012405284616315,0.9930959844752948,0.0006450902831721297
