,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training),GCN (prop training),GCN (prop training),GCN (prop training),GCN (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.9898119122257052,0.0006502653451257,0.9910658307210032,0.0012528347330653,0.9981191222570532,0.000292859521871,0.9898119122257052,0.0006502653451257,0.9898119122257053,0.0006502653451257143
