Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,4.275862068965517,0.936197400937931
Reach,R_2,29,4.379310344827586,0.9342233430068966
Reach,R_3,29,8.827586206896552,0.8543280817445112
Avoid 2,A2_1,16,4.125,0.5183890290846895
Avoid 2,A2_2,28,3.5714285714285716,0.9169515581793104
Avoid 2,A2_3,26,4.1923076923076925,0.8410699226571033
Avoid 2,A2_4,29,1.6206896551724137,0.9877506206896552
Avoid 2,A2_5,24,3.4583333333333335,0.7878889485241379
Avoid 2,A2_6,27,3.4074074074074074,0.8872815002482758
Avoid 3,A3_1,21,3.9523809523809526,0.6825074423172414
Avoid 3,A3_2,14,3.5,0.45917935437241375
Avoid 3,A3_3,25,3.84,0.8143275802482759
Avoid 3,A3_4,22,3.8636363636363638,0.7163005457655172
Avoid 4,A4_1,23,3.6956521739130435,0.7514729595586206
Avoid 4,A4_2,24,3.5833333333333335,0.7859557181793103
Avoid 4,A4_3,29,2.2758620689655173,0.9748783668965518
Avoid 4,A4_4,24,3.625,0.7852660630068965
Avoid 4,A4_5,29,1.7586206896551724,0.9850057931034484
Avoid 5,A5_1,23,3.6956521739130435,0.7514729595586206
Avoid 5,A5_2,21,3.9523809523809526,0.6825074423172414
Avoid 5,A5_3,25,2.64,0.8344567159216552
Avoid 5,A5_4,20,4.15,0.6475987281743447
Avoid 5,A5_5,23,4.521739130434782,0.7393316699718621
Avoid 5,A5_6,21,4.0476190476190474,0.6812222284137931
Reach Avoid General,RA_1,29,3.3793103448275863,0.9532891255172415
Reach Avoid General,RA_2,23,3.9565217391304346,0.7474172354206897
Reach Avoid General,RA_3,26,4.153846153846154,0.8415841074846897
Reach Avoid General,RA_4,29,3.3793103448275863,0.9532891255172415
Reach Avoid General,RA_5,29,3.896551724137931,0.9435600580502069
Reach Avoid General,RA_6,24,3.875,0.7812103388689655
Reach Avoid General,RA_7,24,4.625,0.7695607417467586
Reach Avoid X and not Y,RXNY_1,28,2.0357142857142856,0.9456684137931034
Reach Avoid X and not Y,RXNY_2,28,1.5714285714285714,0.9545379310344828
Reach Avoid X and not Y,RXNY_3,24,3.4583333333333335,0.7878889485241379
Reach Avoid X and not Y,RXNY_4,26,1.7307692307692308,0.8836264827586208
Reach Avoid X and not Y,RXNY_5,22,3.5,0.7216544657655173
