Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,4.275862068965517,0.9361976658758621
Reach,R_2,29,5.310344827586207,0.9168113677307587
Reach,R_3,26,7.1923076923076925,0.7915240002327948
Avoid 2,A2_1,27,4.888888888888889,0.8612786510829019
Avoid 2,A2_2,29,3.310344827586207,0.9546140855172415
Avoid 2,A2_3,27,4.0,0.8767586517031725
Avoid 2,A2_4,29,2.0,0.9801922758620689
Avoid 2,A2_5,21,3.3333333333333335,0.6910662893241379
Avoid 2,A2_6,27,3.3703703703703702,0.8878097376
Avoid 3,A3_1,20,3.85,0.6513377596689655
Avoid 3,A3_2,2,1.5,0.06827586206896552
Avoid 3,A3_3,26,3.4615384615384617,0.8533269789793103
Avoid 3,A3_4,21,3.761904761904762,0.6851308631172413
Avoid 4,A4_1,21,3.3333333333333335,0.6910662893241379
Avoid 4,A4_2,22,3.590909090909091,0.7203032769103447
Avoid 4,A4_3,29,2.103448275862069,0.9781371034482759
Avoid 4,A4_4,22,3.590909090909091,0.7203032769103447
Avoid 4,A4_5,29,1.6551724137931034,0.9870336551724137
Avoid 5,A5_1,21,3.7142857142857144,0.6858205182896551
Avoid 5,A5_2,20,3.85,0.6513377596689655
Avoid 5,A5_3,18,2.6666666666666665,0.6003155862068966
Avoid 5,A5_4,7,2.857142857142857,0.23257820689655173
Avoid 5,A5_5,6,2.5,0.2007448275862069
Avoid 5,A5_6,20,3.85,0.6513377596689655
Reach Avoid General,RA_1,29,3.8620689655172415,0.9442759311536552
Reach Avoid General,RA_2,24,3.875,0.7811703278344828
Reach Avoid General,RA_3,27,3.962962962962963,0.8773136531928276
Reach Avoid General,RA_4,29,3.8620689655172415,0.944161213572414
Reach Avoid General,RA_5,29,3.689655172413793,0.9474559704342069
Reach Avoid General,RA_6,27,3.5555555555555554,0.8844704327724138
Reach Avoid General,RA_7,22,4.636363636363637,0.7052213493031723
Reach Avoid X and not Y,RXNY_1,28,2.107142857142857,0.944344
Reach Avoid X and not Y,RXNY_2,28,1.7142857142857142,0.9519161379310345
Reach Avoid X and not Y,RXNY_3,21,3.3333333333333335,0.6910662893241379
Reach Avoid X and not Y,RXNY_4,21,1.8571428571428572,0.7119161379310345
Reach Avoid X and not Y,RXNY_5,21,3.7142857142857144,0.6858205182896551
