Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,3.793103448275862,0.9454323694344827
Reach,R_2,29,4.896551724137931,0.9244979960275863
Reach,R_3,29,6.9655172413793105,0.886854858979755
Avoid 2,A2_1,15,3.3333333333333335,0.4936745487448275
Avoid 2,A2_2,28,3.2142857142857144,0.9235517462068965
Avoid 2,A2_3,5,2.0,0.16900662068965516
Avoid 2,A2_4,24,4.375,0.7736398171938428
Avoid 2,A2_5,22,3.9545454545454546,0.7148020080551724
Avoid 3,A3_1,4,1.5,0.13655172413793104
Avoid 3,A3_2,6,2.3333333333333335,0.201448
Avoid 3,A3_3,26,4.1923076923076925,0.8410823905301628
Avoid 3,A3_4,13,2.6153846153846154,0.4339851034482759
Avoid 4,A4_1,8,1.75,0.27175172413793103
Avoid 4,A4_2,5,1.6,0.17035862068965518
Avoid 4,A4_3,29,2.103448275862069,0.9782455282758621
Avoid 4,A4_4,2,1.0,0.06896551724137931
Avoid 4,A4_5,28,1.75,0.9511986262068965
Avoid 5,A4_1,1,1.0,0.034482758620689655
Avoid 5,A4_2,4,1.5,0.13655172413793104
Avoid 5,A4_3,4,2.0,0.13518620689655172
Avoid 5,A4_4,0,,0.0
Avoid 5,A4_5,4,1.75,0.13587586206896551
Avoid 5,A4_6,4,1.5,0.13655172413793104
Reach Avoid General,RA_1,29,2.896551724137931,0.9626176551724138
Reach Avoid General,RA_2,28,1.75,0.9511986262068965
Reach Avoid General,RA_3,11,2.090909090909091,0.371144275862069
Reach Avoid General,RA_4,26,3.6923076923076925,0.8496433788865766
Reach Avoid General,RA_5,28,3.392857142857143,0.9201178096551723
Reach Avoid General,RA_6,24,3.5833333333333335,0.7860174423348524
Reach Avoid General,RA_7,6,4.0,0.1947956192
Reach Avoid X and not Y,RXNY_1,20,2.9,0.6638187586206896
Reach Avoid X and not Y,RXNY_2,22,4.136363636363637,0.7131850395058404
Reach Avoid X and not Y,RXNY_3,28,2.1785714285714284,0.943086907586207
Reach Avoid X and not Y,RXNY_4,28,1.75,0.9511986262068965
Reach Avoid X and not Y,RXNY_5,7,1.0,0.2413793103448276
