Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,3.689655172413793,0.9473396467862069
Reach,R_2,29,4.896551724137931,0.9244979960275863
Reach,R_3,29,7.068965517241379,0.8849088427152354
Avoid 2,A2_1,24,4.791666666666667,0.7673290538591337
Avoid 2,A2_2,29,3.1379310344827585,0.9579398731034483
Avoid 2,A2_3,13,3.3846153846153846,0.4274138371310344
Avoid 2,A2_4,28,1.8214285714285714,0.9498198620689656
Avoid 2,A2_5,26,3.0384615384615383,0.8608296107034484
Avoid 2,A2_6,28,3.25,0.9231430230068965
Avoid 3,A3_1,18,3.7777777777777777,0.5871846781793103
Avoid 3,A3_2,10,2.3,0.33594455172413795
Avoid 3,A3_3,27,3.6666666666666665,0.8825766781793104
Avoid 3,A3_4,20,3.45,0.6566778865655173
Avoid 4,A4_1,20,3.2,0.6601118231172415
Avoid 4,A4_2,20,3.05,0.6621129210482759
Avoid 4,A4_3,24,1.625,0.8172827586206897
Avoid 4,A4_4,7,1.4285714285714286,0.2393103448275862
Avoid 4,A4_5,28,1.8214285714285714,0.9498198620689656
Avoid 5,A5_1,1,1.0,0.034482758620689655
Avoid 5,A5_2,14,4.142857142857143,0.4533366781793103
Avoid 5,A5_3,6,2.1666666666666665,0.20212386206896552
Avoid 5,A5_4,1,1.0,0.034482758620689655
Avoid 5,A5_5,5,1.8,0.16966896551724137
Avoid 5,A5_6,3,1.3333333333333333,0.10275862068965518
Reach Avoid General,RA_1,29,2.896551724137931,0.9626176551724138
Reach Avoid General,RA_2,24,5.5,0.7565637135033998
Reach Avoid General,RA_3,28,4.214285714285714,0.905223528723862
Reach Avoid General,RA_4,29,2.896551724137931,0.9626176551724138
Reach Avoid General,RA_5,29,3.6206896551724137,0.9486243254068966
Reach Avoid General,RA_6,27,3.4814814814814814,0.8859032713931034
Reach Avoid General,RA_7,20,5.9,0.6249857917394096
Reach Avoid X and not Y,RXNY_1,29,1.6551724137931034,0.9869517241379311
Reach Avoid X and not Y,RXNY_2,29,1.4482758620689655,0.991048275862069
Reach Avoid X and not Y,RXNY_3,26,3.0384615384615383,0.8608296107034484
Reach Avoid X and not Y,RXNY_4,27,1.7777777777777777,0.9166753103448276
Reach Avoid X and not Y,RXNY_5,5,1.2,0.1717241379310345
