Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,3.793103448275862,0.945365318510345
Reach,R_2,29,4.724137931034483,0.9277827017953105
Reach,R_3,29,7.103448275862069,0.8845598287875782
Avoid 2,A2_1,29,4.724137931034483,0.9283981063499485
Avoid 2,A2_2,29,2.793103448275862,0.9647525847172416
Avoid 2,A2_3,29,3.413793103448276,0.9529074530228967
Avoid 2,A2_4,29,1.3793103448275863,0.9924686896551725
Avoid 2,A2_5,26,2.730769230769231,0.8660496881655174
Avoid 2,A2_6,29,2.4482758620689653,0.9715396192000001
Avoid 3,A3_1,23,2.9130434782608696,0.7633589350620691
Avoid 3,A3_2,26,3.923076923076923,0.8458380854399118
Avoid 3,A3_3,26,2.923076923076923,0.8627241764413796
Avoid 3,A3_4,26,2.8076923076923075,0.8647382454068967
Avoid 4,A4_1,26,2.6153846153846154,0.8681186536827589
Avoid 4,A4_2,26,2.423076923076923,0.8715252798896552
Avoid 4,A4_3,29,1.7586206896551724,0.9849238620689654
Avoid 4,A4_4,26,2.4615384615384617,0.8708491419586208
Avoid 4,A4_5,29,1.3793103448275863,0.9924686896551725
Avoid 5,A5_1,23,2.9130434782608696,0.7633589350620691
Avoid 5,A5_2,23,2.9130434782608696,0.7633589350620691
Avoid 5,A5_3,21,2.238095238095238,0.70644
Avoid 5,A5_4,26,3.3461538461538463,0.855581449604414
Avoid 5,A5_5,24,4.666666666666667,0.7690155422035418
Avoid 5,A5_6,23,2.9130434782608696,0.7633589350620691
Reach Avoid General,RA_1,29,2.793103448275862,0.9647525847172416
Reach Avoid General,RA_2,24,2.9583333333333335,0.7958138316137933
Reach Avoid General,RA_3,28,3.6785714285714284,0.9149766944022071
Reach Avoid General,RA_4,29,3.0,0.960670631724138
Reach Avoid General,RA_5,29,3.6551724137931036,0.9480271606091035
Reach Avoid General,RA_6,24,2.9583333333333335,0.7958138316137933
Reach Avoid General,RA_7,26,3.8461538461538463,0.8468471106228967
Reach Avoid X and not Y,RXNY_1,29,1.6551724137931034,0.9869790344827587
Reach Avoid X and not Y,RXNY_2,29,1.6206896551724137,0.9876548965517241
Reach Avoid X and not Y,RXNY_3,26,2.730769230769231,0.8660496881655174
Reach Avoid X and not Y,RXNY_4,25,1.56,0.8524824827586207
Reach Avoid X and not Y,RXNY_5,26,2.8461538461538463,0.8642495054366899
