Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,68.3,0.26312019893901534
Reach Avoid General,RA_2,50,44.46,0.4309849444591221
Reach Avoid General,RA_3,48,58.5625,0.3019999245419594
Reach Avoid General,RA_4,47,37.702127659574465,0.46057615550070147
Reach Avoid General,RA_5,50,27.3,0.6172360133647486
