Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.3
Reach Avoid Inifnite,RAI_2,0.92
Reach Avoid Inifnite,RAI_3,484.6
Reach Avoid Inifnite,RAI_4,438.96
Reach Avoid Inifnite,RAI_5,406.26
Reach Avoid Inifnite,RAI_6,35.48
