Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.24
Reach Avoid Inifnite,RAI_2,2.96
Reach Avoid Inifnite,RAI_3,487.52
Reach Avoid Inifnite,RAI_4,450.66
Reach Avoid Inifnite,RAI_5,369.7
Reach Avoid Inifnite,RAI_6,13.12
