Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.2
Reach Avoid Inifnite,RAI_2,3.0
Reach Avoid Inifnite,RAI_3,485.0
Reach Avoid Inifnite,RAI_4,447.8
Reach Avoid Inifnite,RAI_5,352.2
Reach Avoid Inifnite,RAI_6,12.78
