Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,71.58,0.2445979636845086
Reach Avoid General,RA_2,10,46.4,0.0810340257537376
Reach Avoid General,RA_3,47,63.06382978723404,0.2725988176247677
Reach Avoid General,RA_4,37,38.32432432432432,0.3605679627052455
Reach Avoid General,RA_5,36,36.27777777777778,0.38980165868412286
