Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.34
Reach Avoid Inifnite,RAI_2,0.98
Reach Avoid Inifnite,RAI_3,467.56
Reach Avoid Inifnite,RAI_4,423.0
Reach Avoid Inifnite,RAI_5,418.2
Reach Avoid Inifnite,RAI_6,32.22
