Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,68.72,0.2611919121467029
Reach Avoid General,RA_2,50,42.14,0.44773377069260156
Reach Avoid General,RA_3,46,61.08695652173913,0.27814317790921167
Reach Avoid General,RA_4,47,39.1063829787234,0.4499307191907723
Reach Avoid General,RA_5,36,21.694444444444443,0.49215325049395675
