Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,69.68,0.25574667510530635
Reach Avoid General,RA_2,50,48.0,0.3988676231861554
Reach Avoid General,RA_3,48,60.583333333333336,0.2942752849448121
Reach Avoid General,RA_4,42,36.76190476190476,0.42113965145207033
Reach Avoid General,RA_5,50,34.64,0.540613388241919
