Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,69.28,0.2577374731388252
Reach Avoid General,RA_2,0,,0.0
Reach Avoid General,RA_3,43,65.53488372093024,0.24081495559386437
Reach Avoid General,RA_4,45,38.62222222222222,0.4363671420883727
Reach Avoid General,RA_5,50,30.52,0.5901504423561069
