Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.4
Reach Avoid Inifnite,RAI_2,3.16
Reach Avoid Inifnite,RAI_3,485.1
Reach Avoid Inifnite,RAI_4,445.02
Reach Avoid Inifnite,RAI_5,465.02
Reach Avoid Inifnite,RAI_6,54.46
