Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,69.22,0.25819776558911633
Reach Avoid General,RA_2,50,44.72,0.429646886044941
Reach Avoid General,RA_3,45,62.022222222222226,0.2670659952533253
Reach Avoid General,RA_4,42,37.26190476190476,0.4175347486852341
Reach Avoid General,RA_5,49,38.857142857142854,0.5040309159359041
