Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.16
Reach Avoid Inifnite,RAI_2,3.42
Reach Avoid Inifnite,RAI_3,485.62
Reach Avoid Inifnite,RAI_4,446.78
Reach Avoid Inifnite,RAI_5,464.12
Reach Avoid Inifnite,RAI_6,2.06
