Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,27,3.3333333333333335,0.8883785212689655
Reach,R_2,29,5.137931034482759,0.9201088011166898
Reach,R_3,2,4.0,0.06490979310344827
Avoid 2,A2_1,5,1.0,0.1724137931034483
Avoid 2,A2_2,24,3.0,0.7950571309241379
Avoid 2,A2_3,22,3.1818181818181817,0.7262660241677242
Avoid 2,A2_4,29,1.5172413793103448,0.9896962758620689
Avoid 2,A2_5,26,2.8846153846153846,0.863385975062069
Avoid 2,A2_6,23,2.347826086956522,0.772106234372414
Avoid 3,A3_1,17,2.588235294117647,0.5679545102344826
Avoid 3,A3_2,3,1.0,0.10344827586206896
Avoid 3,A3_3,25,3.04,0.8275120274758622
Avoid 3,A3_4,23,2.782608695652174,0.7653467860965518
Avoid 4,A4_1,23,2.869565217391304,0.7638990619586208
Avoid 4,A4_2,26,2.423076923076923,0.8715509841677241
Avoid 4,A4_3,29,1.7241379310344827,0.985667867586207
Avoid 4,A4_4,24,2.1666666666666665,0.8086441654068967
Avoid 4,A4_5,29,1.4482758620689655,0.9910755862068965
Avoid 5,A5_1,2,2.0,0.06758620689655172
Avoid 5,A5_2,15,3.0,0.4970268462366896
Avoid 5,A5_3,7,1.5714285714285714,0.23866179310344826
Avoid 5,A5_4,0,,0.0
Avoid 5,A5_5,2,1.0,0.06896551724137931
Avoid 5,A5_6,17,2.7058823529411766,0.5666820186504826
Reach Avoid General,RA_1,25,3.32,0.8229945762206896
Reach Avoid General,RA_2,20,3.25,0.6593935490251034
Reach Avoid General,RA_3,23,3.1739130434782608,0.7592602310642759
Reach Avoid General,RA_4,24,3.125,0.7930151944827586
Reach Avoid General,RA_5,29,3.310344827586207,0.9546251910642758
Reach Avoid General,RA_6,24,3.125,0.7931230840275861
Reach Avoid General,RA_7,26,3.730769230769231,0.8488468940291974
Reach Avoid X and not Y,RXNY_1,29,1.7241379310344827,0.985667867586207
Reach Avoid X and not Y,RXNY_2,29,1.5517241379310345,0.9890066206896552
Reach Avoid X and not Y,RXNY_3,26,2.8846153846153846,0.863385975062069
Reach Avoid X and not Y,RXNY_4,29,1.4482758620689655,0.9910755862068965
Reach Avoid X and not Y,RXNY_5,19,2.4210526315789473,0.6369200274758621
