Task Set,Task ID,Successes x/30,Avg Steps,Avg Discounted Return
Avoid 2,A2_1,26,3.423076923076923,0.8259882809642668
Avoid 2,A2_2,25,4.6,0.7754229456106667
Avoid 2,A2_3,29,4.793103448275862,0.8960202814143572
Avoid 2,A2_4,20,3.2,0.6379274880000001
Avoid 2,A2_5,22,6.681818181818182,0.6543477545078723
Avoid 2,A2_6,29,3.7586206896551726,0.9146246132266668
Avoid 3,A3_1,21,4.523809523809524,0.6523908396885333
Avoid 3,A3_2,17,5.0588235294117645,0.5225888551977386
Avoid 3,A3_3,22,4.5,0.6837639063552
Avoid 3,A3_4,23,4.608695652173913,0.7133416907967572
Avoid 4,A4_1,21,3.0952380952380953,0.67126056
Avoid 4,A4_2,22,6.681818181818182,0.6543477545078723
Reach 2,R2_1,30,6.366666666666666,0.8974885954003201
Reach 2,R2_2,30,3.7333333333333334,0.9468782209236906
Reach 2,R2_3,30,6.366666666666666,0.8974885954003201
Reach 2,R2_4,30,4.866666666666666,0.9251940720064
Reach 3,R3_1,30,9.4,0.8444883246230162
Reach 3,R3_2,30,5.3,0.9172081995071149
Avoid Easy,AE_1,26,3.423076923076923,0.8259882809642668
Avoid Easy,AE_2,25,3.12,0.79877738656
Avoid Easy,AE_4,29,1.7586206896551724,0.95208
Avoid Easy,AE_5,24,6.833333333333333,0.7138795017984402
Avoid Easy,AE_6,30,3.933333333333333,0.9429103191488
Avoid Easy,AE_7,21,3.0952380952380953,0.6713512532266667
Avoid Easy,AE_8,20,3.25,0.6375948891776001
Avoid Easy,AE_9,23,2.9565217391304346,0.7373512532266667
