Task Set,Task ID,Successes x/6,Avg Steps,Avg Discounted Return
Avoid 2,A2_1,24,4.083333333333333,0.778187445415724
Avoid 2,A2_2,26,4.5,0.8361002653947586
Avoid 2,A2_3,28,5.392857142857143,0.8843969599821241
Avoid 2,A2_4,19,3.0526315789473686,0.6288082979310343
Avoid 2,A2_5,18,6.5,0.5558740965170794
Avoid 2,A2_6,29,6.0,0.9049782099307794
Avoid 3,A3_1,7,2.4285714285714284,0.23457875862068966
Avoid 3,A3_2,16,3.6875,0.5229756565009654
Avoid 3,A3_3,25,5.72,0.7847249654249092
Avoid 3,A3_4,7,2.4285714285714284,0.23457875862068966
Avoid 4,A4_1,16,2.625,0.5340802868965517
Avoid 4,A4_2,5,3.8,0.1629500744827586
Reach 2,R2_1,29,3.7241379310344827,0.9468238561103448
Reach 2,R2_2,29,3.689655172413793,0.9476849583492414
Reach 2,R2_3,29,3.7241379310344827,0.9468238561103448
Reach 2,R2_4,29,5.620689655172414,0.9114584712736661
Reach 3,R3_1,29,4.172413793103448,0.9384499789285519
Reach 3,R3_2,29,4.448275862068965,0.9329490020479999
