,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.315987460815047,0.008773781120240812,0.5126959247648903,0.00880707098822502,0.5115987460815047,0.008752513288370744
