Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,69.86,0.25475944314321175
Reach Avoid General,RA_2,50,45.16,0.42342687537037516
Reach Avoid General,RA_3,50,64.38,0.2849195379618636
Reach Avoid General,RA_4,41,36.170731707317074,0.41462934284436737
Reach Avoid General,RA_5,49,35.40816326530612,0.5261198812920235
