Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,33,70.03030303030303,0.16844599522185633
Reach Avoid General,RA_2,0,,0.0
Reach Avoid General,RA_3,38,61.60526315789474,0.2266886163255316
Reach Avoid General,RA_4,45,37.84444444444444,0.4417622173292677
Reach Avoid General,RA_5,50,37.98,0.5282996586794715
