Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,68.12,0.26516314828125126
Reach Avoid General,RA_2,41,43.48780487804878,0.3608470674721645
Reach Avoid General,RA_3,49,68.06122448979592,0.2618556384915842
Reach Avoid General,RA_4,43,35.76744186046512,0.4418133922721407
Reach Avoid General,RA_5,50,32.84,0.5631295050811679
