Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,36,68.94444444444444,0.18728658358869424
Reach Avoid General,RA_2,0,,0.0
Reach Avoid General,RA_3,40,59.825,0.24606170229052182
Reach Avoid General,RA_4,46,39.78260869565217,0.4338468788557994
Reach Avoid General,RA_5,50,38.52,0.5120945266702995
