Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,69.44,0.25678239224474964
Reach Avoid General,RA_2,45,44.06666666666667,0.3895277719240451
Reach Avoid General,RA_3,47,65.06382978723404,0.26541379788029784
Reach Avoid General,RA_4,45,36.84444444444444,0.45045876839893656
Reach Avoid General,RA_5,50,34.6,0.5405520442707303
