Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,12.28
Reach Avoid Inifnite,RAI_2,3.16
Reach Avoid Inifnite,RAI_3,475.32
Reach Avoid Inifnite,RAI_4,416.38
Reach Avoid Inifnite,RAI_5,466.56
Reach Avoid Inifnite,RAI_6,23.06
