Task Set,Task ID,Accepting visits
Reach Avoid Inifnite,RAI_1,11.08
Reach Avoid Inifnite,RAI_2,4.28
Reach Avoid Inifnite,RAI_3,484.88
Reach Avoid Inifnite,RAI_4,445.92
Reach Avoid Inifnite,RAI_5,453.22
Reach Avoid Inifnite,RAI_6,9.7
