Task Set,Task ID,Successes,Avg Steps,Avg Discounted Return
Reach Avoid General,RA_1,50,68.7,0.2618117611749161
Reach Avoid General,RA_2,50,43.82,0.43566969512122106
Reach Avoid General,RA_3,49,64.40816326530613,0.2795276056392653
Reach Avoid General,RA_4,40,34.375,0.41890040877774887
Reach Avoid General,RA_5,49,34.42857142857143,0.5434920210069535
