,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.3768025078369906,0.0071085706244395095,0.28134796238244514,0.007949598945938566,0.20611285266457682,0.00789990920355851
