Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,22,4.5,0.7072738341605517
Reach,R_2,21,7.333333333333333,0.6375315187448186
Reach,R_3,0,,0.0
Avoid 2,A2_1,3,1.6666666666666667,0.10206896551724137
Avoid 2,A2_2,23,4.130434782608695,0.745030193001931
Avoid 2,A2_3,22,3.8181818181818183,0.7172143922824827
Avoid 2,A2_4,16,3.875,0.5209228850758619
Avoid 2,A2_5,4,3.25,0.13182013793103448
Avoid 3,A3_1,12,4.0,0.3897120989793103
Avoid 3,A3_2,5,2.8,0.16630289655172414
Avoid 3,A3_3,6,2.6666666666666665,0.20013655724137927
Avoid 3,A3_4,17,3.7058823529411766,0.5553253403586207
Avoid 4,A4_1,17,4.0,0.5523037880342069
Avoid 4,A4_2,7,1.5714285714285714,0.2386344827586207
Avoid 4,A4_3,13,1.5384615384615385,0.44346206896551726
Avoid 4,A4_4,4,1.0,0.13793103448275862
Avoid 4,A4_5,20,1.45,0.6834620689655172
Avoid 5,A4_1,14,4.0,0.454674885075862
Avoid 5,A4_2,15,4.4,0.4833382707928275
Avoid 5,A4_3,0,,0.0
Avoid 5,A4_4,3,1.0,0.10344827586206896
Avoid 5,A4_5,5,2.6,0.16696524137931032
Avoid 5,A4_6,12,4.0,0.3897120989793103
Reach Avoid General,RA_1,29,5.379310344827586,0.9169506901092969
Reach Avoid General,RA_2,19,1.4736842105263157,0.6489793103448276
Reach Avoid General,RA_3,23,3.608695652173913,0.7530483397583448
Reach Avoid General,RA_4,7,1.7142857142857142,0.23794482758620694
Reach Avoid General,RA_5,7,3.142857142857143,0.23121214344827587
Reach Avoid General,RA_6,20,3.9,0.6508990709031723
Reach Avoid General,RA_7,7,3.2857142857142856,0.23053628137931034
Reach Avoid X and not Y,RXNY_1,24,3.7916666666666665,0.7829049735812413
Reach Avoid X and not Y,RXNY_2,20,2.7,0.6665898041379311
Reach Avoid X and not Y,RXNY_3,18,1.5555555555555556,0.6138068965517242
Reach Avoid X and not Y,RXNY_4,19,1.4736842105263157,0.6489793103448276
Reach Avoid X and not Y,RXNY_5,9,1.2222222222222223,0.30896551724137933
