Task Set,Task ID,Accepting visits
Reach infinite training,RIT_1,97.24137931034483
Reach infinite training,RIT_2,96.10344827586206
Reach infinite training,RIT_3,96.17241379310344
Reach infinite training,RIT_4,94.82758620689656
Reach infinite training,RIT_5,96.17241379310344
Reach infinite training,RIT_6,78.10344827586206
Reach infinite training,RIT_7,96.13793103448276
Reach infinite training,RIT_8,96.62068965517241
Reach infinite training,RIT_9,94.37931034482759
Reach infinite training,RIT_10,96.13793103448276
Reach avoid always eventually,RAE_1,48.86206896551724
Reach avoid always eventually,RAE_2,50.55172413793103
Reach avoid always eventually,RAE_3,73.75862068965517
Reach avoid always eventually,RAE_4,0.7931034482758621
Reach stay infinite,RSI_1,2.7241379310344827
Reach stay infinite,RSI_2,0.9310344827586207
Reach stay infinite,RSI_3,82.24137931034483
Reach stay infinite,RSI_4,8.551724137931034
Reach stay infinite,RSI_5,82.24137931034483
