Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,3.8620689655172415,0.9440809102344828
Reach,R_2,29,4.862068965517241,0.9251730631746207
Reach,R_3,29,7.068965517241379,0.8851216058026935
Avoid 2,A2_1,28,4.428571428571429,0.9014225184088275
Avoid 2,A2_2,29,2.9310344827586206,0.9619691034482759
Avoid 2,A2_3,2,1.5,0.06827586206896552
Avoid 2,A2_4,26,1.3076923076923077,0.8910482758620689
Avoid 2,A2_5,22,2.772727272727273,0.7321762813793103
Avoid 2,A2_6,29,2.793103448275862,0.9647271779310345
Avoid 3,A3_1,19,2.8947368421052633,0.6307558675862069
Avoid 3,A3_2,18,2.9444444444444446,0.597000882537931
Avoid 3,A3_3,28,3.0,0.9275269020689656
Avoid 3,A3_4,20,2.85,0.6645489710344827
Avoid 4,A4_1,11,2.0,0.3718474482758621
Avoid 4,A4_2,21,2.0952380952380953,0.708440551724138
Avoid 4,A4_3,26,1.6153846153846154,0.8855586206896552
Avoid 4,A4_4,22,2.727272727272727,0.7328248331034483
Avoid 4,A4_5,17,2.3529411764705883,0.5705095172413792
Avoid 5,A5_1,11,2.0,0.3718474482758621
Avoid 5,A5_2,9,2.2222222222222223,0.30288193103448274
Avoid 5,A5_3,18,2.2222222222222223,0.6056819310344829
Avoid 5,A5_4,18,2.9444444444444446,0.5969349075862069
Avoid 5,A5_5,2,1.0,0.06896551724137931
Avoid 5,A5_6,9,2.2222222222222223,0.30288193103448274
Reach Avoid General,RA_1,29,2.8620689655172415,0.9633073103448275
Reach Avoid General,RA_2,24,3.0416666666666665,0.7943682868965517
Reach Avoid General,RA_3,29,3.5517241379310347,0.9500033489655174
Reach Avoid General,RA_4,29,2.9310344827586206,0.9619555862068966
Reach Avoid General,RA_5,27,3.5925925925925926,0.8836753268965518
Reach Avoid General,RA_6,23,3.0,0.7619133903448276
Reach Avoid General,RA_7,21,3.761904761904762,0.6850510950620691
Reach Avoid X and not Y,RXNY_1,13,1.6923076923076923,0.4420965517241379
Reach Avoid X and not Y,RXNY_2,14,1.7857142857142858,0.4752
Reach Avoid X and not Y,RXNY_3,22,2.772727272727273,0.7321762813793103
Reach Avoid X and not Y,RXNY_4,8,1.875,0.2710620689655172
Reach Avoid X and not Y,RXNY_5,13,2.3076923076923075,0.43675669517241383
