Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,3.896551724137931,0.9435362138526898
Reach,R_2,29,3.793103448275862,0.9453793710344828
Reach,R_3,29,7.068965517241379,0.8850689656263315
Avoid 2,A2_1,23,4.260869565217392,0.7431330039502566
Avoid 2,A2_2,29,2.8620689655172415,0.9633211034482759
Avoid 2,A2_3,10,2.2,0.3366066206896552
Avoid 2,A2_4,28,1.4642857142857142,0.9566066206896552
Avoid 2,A2_5,20,2.7,0.6667647501241379
Avoid 2,A2_6,26,2.576923076923077,0.868687448275862
Avoid 3,A3_1,17,2.9411764705882355,0.5639525902344829
Avoid 3,A3_2,1,1.0,0.034482758620689655
Avoid 3,A3_3,24,2.7083333333333335,0.7997219310344827
Avoid 3,A3_4,19,2.8421052631578947,0.6315387971310346
Avoid 4,A4_1,18,2.6666666666666665,0.600516750124138
Avoid 4,A4_2,22,2.6818181818181817,0.7337156521931035
Avoid 4,A4_3,29,1.5862068965517242,0.9883583448275862
Avoid 4,A4_4,20,2.8,0.6654259970206896
Avoid 4,A4_5,28,1.5,0.9559307586206897
Avoid 5,A5_1,19,2.8421052631578947,0.6316328935724138
Avoid 5,A5_2,18,3.111111111111111,0.5951222728827588
Avoid 5,A5_3,13,1.8461538461538463,0.44078565517241375
Avoid 5,A5_4,2,1.5,0.06827586206896552
Avoid 5,A5_5,4,1.5,0.1365655172413793
Avoid 5,A5_6,17,3.0588235294117645,0.5626673763310346
Reach Avoid General,RA_1,29,2.8275862068965516,0.9639969655172413
Reach Avoid General,RA_2,20,3.15,0.6606944108137931
Reach Avoid General,RA_3,26,3.1923076923076925,0.8579247117241379
Reach Avoid General,RA_4,29,2.793103448275862,0.964672827586207
Reach Avoid General,RA_5,29,3.7241379310344827,0.9466375612689656
Reach Avoid General,RA_6,24,3.0,0.795190962537931
Reach Avoid General,RA_7,20,5.6,0.628954485345333
Reach Avoid X and not Y,RXNY_1,28,1.6428571428571428,0.9531859310344827
Reach Avoid X and not Y,RXNY_2,25,1.52,0.8531586206896551
Reach Avoid X and not Y,RXNY_3,20,2.7,0.6667647501241379
Reach Avoid X and not Y,RXNY_4,21,1.8095238095238095,0.7125235862068966
Reach Avoid X and not Y,RXNY_5,17,2.7058823529411766,0.5667098535724138
