Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,3.689655172413793,0.9473664109241379
Reach,R_2,29,4.896551724137931,0.9244979960275863
Reach,R_3,29,7.758620689655173,0.8725738259839697
Avoid 2,A2_1,5,2.4,0.16764110344827585
Avoid 2,A2_2,28,3.2142857142857144,0.9234706317241378
Avoid 2,A2_3,13,3.923076923076923,0.42290751305268953
Avoid 2,A2_4,29,1.6896551724137931,0.9862893793103448
Avoid 2,A2_5,15,2.6,0.5009360055172414
Avoid 2,A2_6,28,3.7142857142857144,0.9145290416573794
Avoid 3,A3_1,1,1.0,0.034482758620689655
Avoid 3,A3_2,3,2.0,0.10139310344827586
Avoid 3,A3_3,16,4.125,0.518219160937931
Avoid 3,A3_4,18,3.5,0.5904298865655172
Avoid 4,A4_1,8,1.625,0.27242758620689655
Avoid 4,A4_2,18,3.1666666666666665,0.5945129210482757
Avoid 4,A4_3,21,2.7142857142857144,0.6998154703448276
Avoid 4,A4_4,15,3.1333333333333333,0.49583733484137926
Avoid 4,A4_5,24,1.7916666666666667,0.8146331089655172
Avoid 5,A5_1,12,4.166666666666667,0.38859754814455166
Avoid 5,A5_2,11,4.454545454545454,0.354114789523862
Avoid 5,A5_3,15,3.066666666666667,0.4962717406896551
Avoid 5,A5_4,1,1.0,0.034482758620689655
Avoid 5,A5_5,2,1.5,0.06827586206896552
Avoid 5,A5_6,12,4.416666666666667,0.38656968607558617
Reach Avoid General,RA_1,29,2.896551724137931,0.9626176551724138
Reach Avoid General,RA_2,6,4.666666666666667,0.19217219839999997
Reach Avoid General,RA_3,27,3.814814814814815,0.8799113590091034
Reach Avoid General,RA_4,29,2.9655172413793105,0.9612929655172413
Reach Avoid General,RA_5,28,3.607142857142857,0.9162494563310346
Reach Avoid General,RA_6,4,3.75,0.13060118554703448
Reach Avoid General,RA_7,19,4.368421052631579,0.6124143922824827
Reach Avoid X and not Y,RXNY_1,14,1.7142857142857142,0.4759307586206897
Reach Avoid X and not Y,RXNY_2,29,1.8620689655172413,0.9829097931034482
Reach Avoid X and not Y,RXNY_3,15,2.6,0.5009360055172414
Reach Avoid X and not Y,RXNY_4,25,1.64,0.851103172413793
Reach Avoid X and not Y,RXNY_5,15,3.1333333333333333,0.49583733484137926
