Task Set,Task ID,Successes x/29,Avg Steps,Avg Discounted Return
Reach,R_1,29,5.0344827586206895,0.9219667843332415
Reach,R_2,0,,0.0
Reach,R_3,3,5.0,0.09541739586206895
Avoid 2,A2_1,5,2.8,0.16637021793103446
Avoid 2,A2_2,26,3.3461538461538463,0.8553023833379311
Avoid 2,A2_3,26,3.576923076923077,0.8514464819884138
Avoid 2,A2_4,23,2.6956521739130435,0.7670197398091034
Avoid 2,A2_5,19,3.0,0.629484170924138
Avoid 2,A2_6,18,3.0,0.5964212689655173
Avoid 3,A3_1,20,3.15,0.6606681819586208
Avoid 3,A3_2,4,1.25,0.13724137931034483
Avoid 3,A3_3,23,3.4347826086956523,0.7553405017379311
Avoid 3,A3_4,20,3.15,0.6606681819586208
Avoid 4,A4_1,20,2.9,0.6639669295448276
Avoid 4,A4_2,22,3.0,0.7289440440275863
Avoid 4,A4_3,29,1.8275862068965518,0.9836797516137931
Avoid 4,A4_4,24,2.875,0.7972199060965518
Avoid 4,A4_5,23,2.5217391304347827,0.7696431606091034
Avoid 5,A5_1,14,3.0714285714285716,0.4632085847172414
Avoid 5,A5_2,12,3.4166666666666665,0.3942430674758621
Avoid 5,A5_3,3,1.0,0.10344827586206896
Avoid 5,A5_4,5,2.4,0.16766841379310346
Avoid 5,A5_5,1,1.0,0.034482758620689655
Avoid 5,A5_6,20,3.15,0.6606681819586208
Reach Avoid General,RA_1,29,3.310344827586207,0.9551134055082813
Reach Avoid General,RA_2,16,3.125,0.5287396192
Reach Avoid General,RA_3,19,4.157894736842105,0.6150378130824827
Reach Avoid General,RA_4,24,2.9583333333333335,0.795760303337931
Reach Avoid General,RA_5,29,3.793103448275862,0.9454055998896551
Reach Avoid General,RA_6,21,3.0952380952380953,0.6944612854068966
Reach Avoid General,RA_7,19,5.052631578947368,0.6039461860611972
Reach Avoid X and not Y,RXNY_1,27,1.8888888888888888,0.9147142343724137
Reach Avoid X and not Y,RXNY_2,24,2.1666666666666665,0.8086425377103449
Reach Avoid X and not Y,RXNY_3,19,3.0,0.629484170924138
Reach Avoid X and not Y,RXNY_4,21,2.857142857142857,0.6980542225677242
Reach Avoid X and not Y,RXNY_5,12,3.4166666666666665,0.3942430674758621
