,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training),GCN (prop training),GCN (prop training),GCN (prop training),GCN (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.9127133402995472,0.0033687994012914,0.914176245210728,0.0044373863661696,0.8321142459073494,0.0073653275934595,0.9129223267154302,0.0044808622610404,0.9129223267154302,0.004480862261040411
