,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.8755660048763497,0.004158421215093337,0.8486154649947754,0.006440598683690765,0.7663270637408568,0.008303609309197508
