,GCN,GCN,Deepsets,Deepsets,Deepsets (prop training),Deepsets (prop training),GCN (prop training),GCN (prop training)
,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std,successes_mean,successes_std
0,0.7796064089167537,0.0058768476355193,0.6886973180076628,0.00818864860174,0.6241292232671543,0.0092860069635304,0.7427725531173808,0.0082450618004107
